transaction_id,source_account_id,destination_account_id,amount,timestamp,transaction_type,is_suspicious,scenario_id
BANK-TXN-00001447,ACCOUNT-000488,ACCOUNT-000271,12100,2026-08-27T15:17:00Z,RTGS,False,
BANK-TXN-00001448,ACCOUNT-001580,ACCOUNT-001112,4000,2026-07-22T14:35:00Z,UPI,False,
BANK-TXN-00001449,ACCOUNT-000551,ACCOUNT-001351,50600,2026-07-27T06:09:00Z,UPI,False,
BANK-TXN-00001450,ACCOUNT-001165,ACCOUNT-001354,7800,2026-07-18T04:06:00Z,UPI,False,
BANK-TXN-00001451,ACCOUNT-000901,ACCOUNT-000019,41300,2026-06-30T22:38:00Z,NEFT,False,
BANK-TXN-00001452,ACCOUNT-000447,ACCOUNT-000837,24100,2026-08-21T09:55:00Z,UPI,False,
BANK-TXN-00001453,ACCOUNT-000132,ACCOUNT-000903,16600,2026-08-05T15:10:00Z,NEFT,False,
BANK-TXN-00001454,ACCOUNT-000261,ACCOUNT-000466,83500,2026-06-09T16:05:00Z,UPI,False,
BANK-TXN-00001455,ACCOUNT-000235,ACCOUNT-001341,39800,2026-08-24T16:28:00Z,UPI,False,
BANK-TXN-00001456,ACCOUNT-001134,ACCOUNT-001470,16500,2026-07-30T20:15:00Z,UPI,False,
BANK-TXN-00001457,ACCOUNT-001731,ACCOUNT-001757,62000,2026-07-14T10:58:00Z,UPI,False,
BANK-TXN-00001458,ACCOUNT-000159,ACCOUNT-001039,6300,2026-07-03T18:56:00Z,UPI,False,
BANK-TXN-00001459,ACCOUNT-000761,ACCOUNT-001699,47400,2026-06-02T12:19:00Z,UPI,False,
BANK-TXN-00001460,ACCOUNT-000051,ACCOUNT-000669,47900,2026-06-12T06:39:00Z,IMPS,False,
BANK-TXN-00001461,ACCOUNT-000964,ACCOUNT-001931,11100,2026-07-22T09:50:00Z,UPI,False,
BANK-TXN-00001462,ACCOUNT-000308,ACCOUNT-001868,7000,2026-06-14T22:22:00Z,UPI,False,
BANK-TXN-00001463,ACCOUNT-001600,ACCOUNT-001520,15500,2026-06-24T06:15:00Z,UPI,False,
BANK-TXN-00001464,ACCOUNT-001194,ACCOUNT-000067,500,2026-06-05T07:36:00Z,RTGS,False,
BANK-TXN-00001465,ACCOUNT-000460,ACCOUNT-001158,87500,2026-06-25T00:20:00Z,UPI,False,
BANK-TXN-00001466,ACCOUNT-001502,ACCOUNT-000249,41800,2026-06-22T05:22:00Z,UPI,False,
BANK-TXN-00001467,ACCOUNT-000904,ACCOUNT-000650,16200,2026-07-25T16:24:00Z,UPI,False,
BANK-TXN-00001468,ACCOUNT-001637,ACCOUNT-001573,4500,2026-07-13T15:40:00Z,UPI,False,
BANK-TXN-00001469,ACCOUNT-001501,ACCOUNT-001803,75800,2026-07-07T13:38:00Z,UPI,False,
BANK-TXN-00001470,ACCOUNT-000742,ACCOUNT-001339,30800,2026-06-28T09:32:00Z,IMPS,False,
BANK-TXN-00001471,ACCOUNT-001694,ACCOUNT-000257,42200,2026-06-21T15:02:00Z,IMPS,False,
BANK-TXN-00001472,ACCOUNT-000283,ACCOUNT-001241,13000,2026-07-26T05:39:00Z,UPI,False,
BANK-TXN-00001473,ACCOUNT-000863,ACCOUNT-001035,6100,2026-08-10T09:20:00Z,NEFT,False,
BANK-TXN-00001474,ACCOUNT-000032,ACCOUNT-000342,86400,2026-08-13T12:12:00Z,NEFT,False,
BANK-TXN-00001475,ACCOUNT-001522,ACCOUNT-000207,25600,2026-08-12T03:07:00Z,IMPS,False,
BANK-TXN-00001476,ACCOUNT-000150,ACCOUNT-000272,48100,2026-06-24T04:02:00Z,UPI,False,
BANK-TXN-00001477,ACCOUNT-000262,ACCOUNT-000824,13000,2026-05-31T10:15:00Z,UPI,False,
BANK-TXN-00001478,ACCOUNT-001690,ACCOUNT-001840,4700,2026-07-16T09:21:00Z,UPI,False,
BANK-TXN-00001479,ACCOUNT-001513,ACCOUNT-001886,41100,2026-07-14T01:02:00Z,UPI,False,
BANK-TXN-00001480,ACCOUNT-001710,ACCOUNT-000893,9600,2026-07-22T06:16:00Z,UPI,False,
BANK-TXN-00001481,ACCOUNT-001569,ACCOUNT-001208,3800,2026-06-24T19:03:00Z,IMPS,False,
BANK-TXN-00001482,ACCOUNT-001381,ACCOUNT-001330,8200,2026-07-01T13:32:00Z,IMPS,False,
BANK-TXN-00001483,ACCOUNT-000573,ACCOUNT-001935,11200,2026-08-16T15:29:00Z,IMPS,False,
BANK-TXN-00001484,ACCOUNT-001838,ACCOUNT-001076,32300,2026-06-15T11:01:00Z,UPI,False,
BANK-TXN-00001485,ACCOUNT-000653,ACCOUNT-001551,7700,2026-08-06T01:58:00Z,UPI,False,
BANK-TXN-00001486,ACCOUNT-001178,ACCOUNT-001802,14200,2026-06-11T14:38:00Z,UPI,False,
BANK-TXN-00001487,ACCOUNT-000561,ACCOUNT-000997,16600,2026-07-03T16:50:00Z,RTGS,False,
BANK-TXN-00001488,ACCOUNT-001544,ACCOUNT-000218,1400,2026-07-30T08:51:00Z,IMPS,False,
BANK-TXN-00001489,ACCOUNT-001042,ACCOUNT-001546,3500,2026-08-07T22:03:00Z,UPI,False,
BANK-TXN-00001490,ACCOUNT-000400,ACCOUNT-000014,15200,2026-06-27T04:59:00Z,UPI,False,
BANK-TXN-00001491,ACCOUNT-001942,ACCOUNT-001170,7900,2026-07-05T07:27:00Z,UPI,False,
BANK-TXN-00001492,ACCOUNT-000225,ACCOUNT-001467,31700,2026-08-13T12:33:00Z,UPI,False,
BANK-TXN-00001493,ACCOUNT-000281,ACCOUNT-000571,4800,2026-06-04T17:38:00Z,IMPS,False,
BANK-TXN-00001494,ACCOUNT-001490,ACCOUNT-000153,21600,2026-07-18T17:39:00Z,IMPS,False,
BANK-TXN-00001495,ACCOUNT-001051,ACCOUNT-001377,2800,2026-08-19T07:40:00Z,UPI,False,
BANK-TXN-00001496,ACCOUNT-001445,ACCOUNT-001627,83800,2026-06-23T14:07:00Z,NEFT,False,
BANK-TXN-00001497,ACCOUNT-001283,ACCOUNT-000073,8700,2026-06-08T08:45:00Z,UPI,False,
BANK-TXN-00001498,ACCOUNT-001932,ACCOUNT-000451,8100,2026-06-03T16:30:00Z,NEFT,False,
BANK-TXN-00001499,ACCOUNT-001503,ACCOUNT-001018,3400,2026-07-23T17:20:00Z,NEFT,False,
BANK-TXN-00001500,ACCOUNT-001535,ACCOUNT-000439,81200,2026-08-28T12:29:00Z,UPI,False,
BANK-TXN-00001501,ACCOUNT-000365,ACCOUNT-000080,41100,2026-07-06T07:21:00Z,IMPS,False,
BANK-TXN-00001502,ACCOUNT-001307,ACCOUNT-000715,15900,2026-06-28T10:49:00Z,NEFT,False,
BANK-TXN-00001503,ACCOUNT-001369,ACCOUNT-000994,68200,2026-06-27T05:35:00Z,UPI,False,
BANK-TXN-00001504,ACCOUNT-000606,ACCOUNT-000198,20700,2026-07-31T18:04:00Z,RTGS,False,
BANK-TXN-00001505,ACCOUNT-000667,ACCOUNT-000507,49400,2026-06-05T12:49:00Z,UPI,False,
BANK-TXN-00001506,ACCOUNT-000233,ACCOUNT-000712,46500,2026-05-31T12:52:00Z,NEFT,False,
BANK-TXN-00001507,ACCOUNT-001002,ACCOUNT-001231,16800,2026-07-07T07:59:00Z,UPI,False,
BANK-TXN-00001508,ACCOUNT-001823,ACCOUNT-001743,16600,2026-07-07T20:11:00Z,IMPS,False,
BANK-TXN-00001509,ACCOUNT-000843,ACCOUNT-000802,1800,2026-07-03T12:44:00Z,UPI,False,
BANK-TXN-00001510,ACCOUNT-000449,ACCOUNT-000696,35400,2026-06-08T05:41:00Z,UPI,False,
BANK-TXN-00001511,ACCOUNT-001794,ACCOUNT-000342,4000,2026-06-21T16:20:00Z,IMPS,False,
BANK-TXN-00001512,ACCOUNT-000265,ACCOUNT-001239,2500,2026-06-20T22:14:00Z,UPI,False,
BANK-TXN-00001513,ACCOUNT-001444,ACCOUNT-000683,4200,2026-07-14T06:25:00Z,UPI,False,
BANK-TXN-00001514,ACCOUNT-000432,ACCOUNT-000742,70200,2026-06-21T16:50:00Z,NEFT,False,
BANK-TXN-00001515,ACCOUNT-000470,ACCOUNT-000595,30500,2026-08-08T02:39:00Z,IMPS,False,
BANK-TXN-00001516,ACCOUNT-000510,ACCOUNT-001926,55200,2026-08-27T22:59:00Z,UPI,False,
BANK-TXN-00001517,ACCOUNT-001621,ACCOUNT-000994,1500,2026-08-23T17:41:00Z,IMPS,False,
BANK-TXN-00001518,ACCOUNT-001410,ACCOUNT-000507,41700,2026-08-24T15:53:00Z,UPI,False,
BANK-TXN-00001519,ACCOUNT-001676,ACCOUNT-001517,3300,2026-07-25T04:56:00Z,IMPS,False,
BANK-TXN-00001520,ACCOUNT-001562,ACCOUNT-001501,80900,2026-07-06T22:13:00Z,NEFT,False,
BANK-TXN-00001521,ACCOUNT-000196,ACCOUNT-001508,93900,2026-06-14T05:48:00Z,UPI,False,
BANK-TXN-00001522,ACCOUNT-000663,ACCOUNT-000871,21700,2026-06-24T06:41:00Z,UPI,False,
BANK-TXN-00001523,ACCOUNT-000542,ACCOUNT-001344,27300,2026-06-16T11:42:00Z,UPI,False,
BANK-TXN-00001524,ACCOUNT-000833,ACCOUNT-001149,75900,2026-07-24T11:02:00Z,UPI,False,
BANK-TXN-00001525,ACCOUNT-000036,ACCOUNT-001018,86500,2026-07-09T01:12:00Z,UPI,False,
BANK-TXN-00001526,ACCOUNT-000459,ACCOUNT-001184,34400,2026-08-25T12:46:00Z,UPI,False,
BANK-TXN-00001527,ACCOUNT-000224,ACCOUNT-001317,700,2026-07-20T14:09:00Z,IMPS,False,
BANK-TXN-00001528,ACCOUNT-000426,ACCOUNT-001772,7500,2026-06-27T09:55:00Z,IMPS,False,
BANK-TXN-00001529,ACCOUNT-000970,ACCOUNT-001072,31400,2026-06-17T06:57:00Z,UPI,False,
BANK-TXN-00001530,ACCOUNT-001517,ACCOUNT-000692,80600,2026-08-09T22:16:00Z,UPI,False,
BANK-TXN-00001531,ACCOUNT-000012,ACCOUNT-000550,38900,2026-06-01T16:25:00Z,UPI,False,
BANK-TXN-00001532,ACCOUNT-001336,ACCOUNT-000483,78400,2026-07-18T11:30:00Z,NEFT,False,
BANK-TXN-00001533,ACCOUNT-001502,ACCOUNT-000167,28200,2026-08-15T12:56:00Z,IMPS,False,
BANK-TXN-00001534,ACCOUNT-000332,ACCOUNT-001065,300,2026-08-13T17:32:00Z,NEFT,False,
BANK-TXN-00001535,ACCOUNT-001015,ACCOUNT-000350,9700,2026-06-09T05:29:00Z,NEFT,False,
BANK-TXN-00001536,ACCOUNT-000857,ACCOUNT-000818,16900,2026-08-27T14:33:00Z,UPI,False,
BANK-TXN-00001537,ACCOUNT-001260,ACCOUNT-001822,6800,2026-07-12T10:50:00Z,UPI,False,
BANK-TXN-00001538,ACCOUNT-000419,ACCOUNT-001645,80900,2026-06-11T01:37:00Z,UPI,False,
BANK-TXN-00001539,ACCOUNT-000948,ACCOUNT-000432,6000,2026-07-17T02:14:00Z,UPI,False,
BANK-TXN-00001540,ACCOUNT-001699,ACCOUNT-000971,8000,2026-08-27T14:49:00Z,UPI,False,
BANK-TXN-00001541,ACCOUNT-000012,ACCOUNT-000639,3500,2026-05-31T16:16:00Z,UPI,False,
BANK-TXN-00001542,ACCOUNT-000194,ACCOUNT-000126,2300,2026-06-10T11:50:00Z,IMPS,False,
BANK-TXN-00001543,ACCOUNT-001810,ACCOUNT-000463,6700,2026-07-15T08:01:00Z,UPI,False,
BANK-TXN-00001544,ACCOUNT-001867,ACCOUNT-001778,20300,2026-07-05T09:41:00Z,NEFT,False,
BANK-TXN-00001545,ACCOUNT-001150,ACCOUNT-001109,57800,2026-06-07T08:56:00Z,UPI,False,
BANK-TXN-00001546,ACCOUNT-000444,ACCOUNT-000574,8300,2026-08-06T15:54:00Z,IMPS,False,
BANK-TXN-00001547,ACCOUNT-001569,ACCOUNT-000785,80900,2026-07-17T09:06:00Z,UPI,False,
BANK-TXN-00001548,ACCOUNT-001654,ACCOUNT-001510,6000,2026-06-11T08:30:00Z,UPI,False,
BANK-TXN-00001549,ACCOUNT-000475,ACCOUNT-000444,5900,2026-08-17T02:21:00Z,UPI,False,
BANK-TXN-00001550,ACCOUNT-001792,ACCOUNT-000001,8200,2026-07-18T19:57:00Z,NEFT,False,
BANK-TXN-00001551,ACCOUNT-000872,ACCOUNT-001362,1600,2026-06-29T14:28:00Z,IMPS,False,
BANK-TXN-00001552,ACCOUNT-000773,ACCOUNT-001585,23300,2026-07-10T07:38:00Z,UPI,False,
BANK-TXN-00001553,ACCOUNT-000161,ACCOUNT-001809,13600,2026-06-12T04:50:00Z,NEFT,False,
BANK-TXN-00001554,ACCOUNT-001148,ACCOUNT-000905,3600,2026-06-27T07:44:00Z,NEFT,False,
BANK-TXN-00001555,ACCOUNT-001336,ACCOUNT-000714,44700,2026-08-06T22:37:00Z,IMPS,False,
BANK-TXN-00001556,ACCOUNT-001492,ACCOUNT-000869,7400,2026-08-01T09:04:00Z,UPI,False,
BANK-TXN-00001557,ACCOUNT-001912,ACCOUNT-001532,59900,2026-08-27T16:37:00Z,UPI,False,
BANK-TXN-00001558,ACCOUNT-000636,ACCOUNT-000673,22800,2026-08-16T02:02:00Z,NEFT,False,
BANK-TXN-00001559,ACCOUNT-001243,ACCOUNT-000560,35100,2026-08-24T08:19:00Z,UPI,False,
BANK-TXN-00001560,ACCOUNT-001425,ACCOUNT-001443,92100,2026-07-27T15:57:00Z,UPI,False,
BANK-TXN-00001561,ACCOUNT-001471,ACCOUNT-001900,37500,2026-06-29T00:20:00Z,UPI,False,
BANK-TXN-00001562,ACCOUNT-001536,ACCOUNT-001792,300,2026-06-07T06:09:00Z,UPI,False,
BANK-TXN-00001563,ACCOUNT-001256,ACCOUNT-001832,5500,2026-08-09T07:49:00Z,UPI,False,
BANK-TXN-00001564,ACCOUNT-001733,ACCOUNT-000245,2100,2026-08-21T12:15:00Z,UPI,False,
BANK-TXN-00001565,ACCOUNT-001115,ACCOUNT-000569,2200,2026-08-04T08:13:00Z,NEFT,False,
BANK-TXN-00001566,ACCOUNT-001738,ACCOUNT-001843,86900,2026-07-19T03:50:00Z,NEFT,False,
BANK-TXN-00001567,ACCOUNT-001058,ACCOUNT-000030,500,2026-06-04T12:07:00Z,UPI,False,
BANK-TXN-00001568,ACCOUNT-001560,ACCOUNT-001028,7800,2026-08-10T07:55:00Z,UPI,False,
BANK-TXN-00001569,ACCOUNT-001247,ACCOUNT-000407,2000,2026-06-01T11:49:00Z,UPI,False,
BANK-TXN-00001570,ACCOUNT-000719,ACCOUNT-000242,3700,2026-07-16T11:07:00Z,NEFT,False,
BANK-TXN-00001571,ACCOUNT-000181,ACCOUNT-000239,7000,2026-08-17T16:55:00Z,IMPS,False,
BANK-TXN-00001572,ACCOUNT-000042,ACCOUNT-001571,21700,2026-08-07T06:47:00Z,UPI,False,
BANK-TXN-00001573,ACCOUNT-001484,ACCOUNT-001932,9700,2026-07-28T14:17:00Z,IMPS,False,
BANK-TXN-00001574,ACCOUNT-000272,ACCOUNT-000636,6700,2026-08-22T13:42:00Z,UPI,False,
BANK-TXN-00001575,ACCOUNT-000647,ACCOUNT-000848,6100,2026-07-31T04:43:00Z,RTGS,False,
BANK-TXN-00001576,ACCOUNT-000532,ACCOUNT-001429,24800,2026-07-03T15:29:00Z,UPI,False,
BANK-TXN-00001577,ACCOUNT-001582,ACCOUNT-001315,5200,2026-06-23T12:20:00Z,NEFT,False,
BANK-TXN-00001578,ACCOUNT-001199,ACCOUNT-000790,33800,2026-08-09T10:47:00Z,IMPS,False,
BANK-TXN-00001579,ACCOUNT-001397,ACCOUNT-001631,78200,2026-07-23T16:16:00Z,NEFT,False,
BANK-TXN-00001580,ACCOUNT-001627,ACCOUNT-000551,15500,2026-08-17T10:47:00Z,UPI,False,
BANK-TXN-00001581,ACCOUNT-000065,ACCOUNT-001889,8000,2026-08-14T10:20:00Z,UPI,False,
BANK-TXN-00001582,ACCOUNT-001202,ACCOUNT-000662,96100,2026-07-12T10:18:00Z,UPI,False,
BANK-TXN-00001583,ACCOUNT-001437,ACCOUNT-000215,1100,2026-06-09T13:03:00Z,UPI,False,
BANK-TXN-00001584,ACCOUNT-000686,ACCOUNT-000690,17800,2026-06-07T03:49:00Z,UPI,False,
BANK-TXN-00001585,ACCOUNT-001120,ACCOUNT-000382,40100,2026-08-26T12:21:00Z,IMPS,False,
BANK-TXN-00001586,ACCOUNT-000891,ACCOUNT-001497,19500,2026-07-08T11:45:00Z,IMPS,False,
BANK-TXN-00001587,ACCOUNT-000989,ACCOUNT-001390,9800,2026-07-08T14:01:00Z,NEFT,False,
BANK-TXN-00001588,ACCOUNT-001899,ACCOUNT-001039,24700,2026-08-15T12:11:00Z,UPI,False,
BANK-TXN-00001589,ACCOUNT-000059,ACCOUNT-000336,99400,2026-06-24T17:41:00Z,IMPS,False,
BANK-TXN-00001590,ACCOUNT-001074,ACCOUNT-000407,11300,2026-06-17T06:52:00Z,RTGS,False,
BANK-TXN-00001591,ACCOUNT-000634,ACCOUNT-001624,29200,2026-08-10T05:31:00Z,UPI,False,
BANK-TXN-00001592,ACCOUNT-001349,ACCOUNT-000303,12000,2026-08-03T03:41:00Z,UPI,False,
BANK-TXN-00001593,ACCOUNT-001757,ACCOUNT-000417,9300,2026-07-04T19:45:00Z,IMPS,False,
BANK-TXN-00001594,ACCOUNT-001589,ACCOUNT-000767,3100,2026-08-28T11:38:00Z,UPI,False,
BANK-TXN-00001595,ACCOUNT-000808,ACCOUNT-001432,46200,2026-08-01T02:18:00Z,UPI,False,
BANK-TXN-00001596,ACCOUNT-000498,ACCOUNT-001563,7500,2026-08-16T13:40:00Z,IMPS,False,
BANK-TXN-00001597,ACCOUNT-001840,ACCOUNT-000580,70100,2026-06-03T07:33:00Z,UPI,False,
BANK-TXN-00001598,ACCOUNT-000711,ACCOUNT-001001,1500,2026-06-04T06:23:00Z,NEFT,False,
BANK-TXN-00001599,ACCOUNT-000365,ACCOUNT-001573,92100,2026-07-29T13:39:00Z,UPI,False,
BANK-TXN-00001600,ACCOUNT-001228,ACCOUNT-001540,5800,2026-07-09T02:19:00Z,UPI,False,
BANK-TXN-00001601,ACCOUNT-000091,ACCOUNT-000433,41700,2026-07-21T12:39:00Z,UPI,False,
BANK-TXN-00001602,ACCOUNT-000309,ACCOUNT-000584,25800,2026-07-20T13:08:00Z,UPI,False,
BANK-TXN-00001603,ACCOUNT-000864,ACCOUNT-000368,3000,2026-08-08T12:27:00Z,NEFT,False,
BANK-TXN-00001604,ACCOUNT-000710,ACCOUNT-001406,1100,2026-08-16T08:35:00Z,UPI,False,
BANK-TXN-00001605,ACCOUNT-001177,ACCOUNT-001039,41700,2026-07-10T08:00:00Z,RTGS,False,
BANK-TXN-00001606,ACCOUNT-000823,ACCOUNT-000866,3900,2026-08-22T14:44:00Z,NEFT,False,
BANK-TXN-00001607,ACCOUNT-001861,ACCOUNT-000923,23600,2026-06-25T13:30:00Z,RTGS,False,
BANK-TXN-00001608,ACCOUNT-000229,ACCOUNT-001609,47200,2026-08-06T01:26:00Z,IMPS,False,
BANK-TXN-00001609,ACCOUNT-000308,ACCOUNT-000015,63200,2026-07-16T01:15:00Z,UPI,False,
BANK-TXN-00001610,ACCOUNT-001665,ACCOUNT-001259,11000,2026-07-01T12:31:00Z,UPI,False,
BANK-TXN-00001611,ACCOUNT-001003,ACCOUNT-000943,16400,2026-07-13T21:22:00Z,UPI,False,
BANK-TXN-00001612,ACCOUNT-001383,ACCOUNT-000607,19100,2026-08-25T10:49:00Z,UPI,False,
BANK-TXN-00001613,ACCOUNT-000915,ACCOUNT-000665,2300,2026-07-21T08:22:00Z,IMPS,False,
BANK-TXN-00001614,ACCOUNT-001089,ACCOUNT-001513,54800,2026-07-09T15:55:00Z,UPI,False,
BANK-TXN-00001615,ACCOUNT-000297,ACCOUNT-001297,21700,2026-06-26T12:43:00Z,IMPS,False,
BANK-TXN-00001616,ACCOUNT-000500,ACCOUNT-001882,2100,2026-06-22T09:58:00Z,UPI,False,
BANK-TXN-00001617,ACCOUNT-000301,ACCOUNT-001248,38100,2026-06-08T05:54:00Z,RTGS,False,
BANK-TXN-00001618,ACCOUNT-000162,ACCOUNT-000692,25500,2026-06-08T06:33:00Z,UPI,False,
BANK-TXN-00001619,ACCOUNT-001530,ACCOUNT-000527,49700,2026-06-06T06:55:00Z,UPI,False,
BANK-TXN-00001620,ACCOUNT-000393,ACCOUNT-001170,77600,2026-07-26T00:21:00Z,NEFT,False,
BANK-TXN-00001621,ACCOUNT-000500,ACCOUNT-001422,9800,2026-08-22T13:30:00Z,NEFT,False,
BANK-TXN-00001622,ACCOUNT-000563,ACCOUNT-001530,84300,2026-06-01T06:43:00Z,UPI,False,
BANK-TXN-00001623,ACCOUNT-000817,ACCOUNT-001864,2700,2026-08-05T08:43:00Z,UPI,False,
BANK-TXN-00001624,ACCOUNT-001602,ACCOUNT-000849,40300,2026-06-05T17:43:00Z,IMPS,False,
BANK-TXN-00001625,ACCOUNT-001301,ACCOUNT-000652,15600,2026-08-16T16:59:00Z,UPI,False,
BANK-TXN-00001626,ACCOUNT-000590,ACCOUNT-001492,41200,2026-06-12T05:23:00Z,IMPS,False,
BANK-TXN-00001627,ACCOUNT-001109,ACCOUNT-000797,18700,2026-06-29T03:00:00Z,UPI,False,
BANK-TXN-00001628,ACCOUNT-001685,ACCOUNT-000911,30300,2026-08-09T11:13:00Z,UPI,False,
BANK-TXN-00001629,ACCOUNT-000349,ACCOUNT-001379,99500,2026-07-10T15:58:00Z,UPI,False,
BANK-TXN-00001630,ACCOUNT-000997,ACCOUNT-001150,68900,2026-07-15T19:13:00Z,UPI,False,
BANK-TXN-00001631,ACCOUNT-001538,ACCOUNT-000646,8900,2026-07-02T08:59:00Z,IMPS,False,
BANK-TXN-00001632,ACCOUNT-001279,ACCOUNT-000721,4900,2026-06-17T12:12:00Z,RTGS,False,
BANK-TXN-00001633,ACCOUNT-001140,ACCOUNT-001524,56700,2026-06-27T00:36:00Z,UPI,False,
BANK-TXN-00001634,ACCOUNT-001944,ACCOUNT-001741,5700,2026-08-13T18:47:00Z,IMPS,False,
BANK-TXN-00001635,ACCOUNT-000366,ACCOUNT-001772,39000,2026-08-08T06:13:00Z,UPI,False,
BANK-TXN-00001636,ACCOUNT-001539,ACCOUNT-000446,19200,2026-07-06T03:43:00Z,IMPS,False,
BANK-TXN-00001637,ACCOUNT-001361,ACCOUNT-001812,22800,2026-06-02T01:12:00Z,UPI,False,
BANK-TXN-00001638,ACCOUNT-000804,ACCOUNT-000462,21500,2026-07-08T11:31:00Z,UPI,False,
BANK-TXN-00001639,ACCOUNT-001789,ACCOUNT-000364,21800,2026-07-08T14:26:00Z,IMPS,False,
BANK-TXN-00001640,ACCOUNT-001400,ACCOUNT-001859,49900,2026-08-16T13:19:00Z,UPI,False,
BANK-TXN-00001641,ACCOUNT-000387,ACCOUNT-001304,81700,2026-08-25T09:52:00Z,UPI,False,
BANK-TXN-00001642,ACCOUNT-000165,ACCOUNT-001228,16300,2026-06-16T07:59:00Z,UPI,False,
BANK-TXN-00001643,ACCOUNT-001282,ACCOUNT-000967,4800,2026-06-02T19:37:00Z,IMPS,False,
BANK-TXN-00001644,ACCOUNT-001618,ACCOUNT-001340,6000,2026-07-10T10:05:00Z,UPI,False,
BANK-TXN-00001645,ACCOUNT-001481,ACCOUNT-001792,7000,2026-07-29T16:01:00Z,UPI,False,
BANK-TXN-00001646,ACCOUNT-000133,ACCOUNT-001832,31200,2026-08-25T16:31:00Z,IMPS,False,
BANK-TXN-00001647,ACCOUNT-000909,ACCOUNT-000496,3900,2026-08-06T01:28:00Z,NEFT,False,
BANK-TXN-00001648,ACCOUNT-001787,ACCOUNT-001885,100,2026-08-08T15:14:00Z,IMPS,False,
BANK-TXN-00001649,ACCOUNT-001397,ACCOUNT-001387,26800,2026-07-07T04:30:00Z,IMPS,False,
BANK-TXN-00001650,ACCOUNT-000533,ACCOUNT-001810,83100,2026-06-21T17:11:00Z,RTGS,False,
BANK-TXN-00001651,ACCOUNT-001464,ACCOUNT-000049,1900,2026-07-03T11:14:00Z,NEFT,False,
BANK-TXN-00001652,ACCOUNT-001697,ACCOUNT-001685,82200,2026-08-23T13:15:00Z,IMPS,False,
BANK-TXN-00001653,ACCOUNT-000878,ACCOUNT-001613,24800,2026-08-13T18:06:00Z,IMPS,False,
BANK-TXN-00001654,ACCOUNT-000229,ACCOUNT-001479,13600,2026-08-07T13:18:00Z,NEFT,False,
BANK-TXN-00001655,ACCOUNT-001630,ACCOUNT-000989,3000,2026-08-02T15:39:00Z,NEFT,False,
BANK-TXN-00001656,ACCOUNT-001007,ACCOUNT-001542,21300,2026-07-28T06:39:00Z,UPI,False,
BANK-TXN-00001657,ACCOUNT-000923,ACCOUNT-001433,4900,2026-07-26T09:22:00Z,UPI,False,
BANK-TXN-00001658,ACCOUNT-001069,ACCOUNT-000591,68500,2026-08-25T16:37:00Z,IMPS,False,
BANK-TXN-00001659,ACCOUNT-000629,ACCOUNT-001935,43200,2026-08-08T09:41:00Z,UPI,False,
BANK-TXN-00001660,ACCOUNT-000604,ACCOUNT-000317,19800,2026-06-01T17:22:00Z,UPI,False,
BANK-TXN-00001661,ACCOUNT-000467,ACCOUNT-000058,50600,2026-08-01T09:51:00Z,UPI,False,
BANK-TXN-00001662,ACCOUNT-001477,ACCOUNT-001042,7200,2026-06-23T12:21:00Z,IMPS,False,
BANK-TXN-00001663,ACCOUNT-001203,ACCOUNT-001747,47100,2026-06-25T14:37:00Z,NEFT,False,
BANK-TXN-00001664,ACCOUNT-001328,ACCOUNT-000347,25300,2026-06-22T11:30:00Z,IMPS,False,
BANK-TXN-00001665,ACCOUNT-000133,ACCOUNT-000702,6700,2026-07-31T14:46:00Z,IMPS,False,
BANK-TXN-00001666,ACCOUNT-001493,ACCOUNT-001617,36700,2026-08-13T08:38:00Z,IMPS,False,
BANK-TXN-00001667,ACCOUNT-001308,ACCOUNT-001857,95900,2026-08-27T04:06:00Z,UPI,False,
BANK-TXN-00001668,ACCOUNT-000415,ACCOUNT-000745,2200,2026-06-04T22:20:00Z,UPI,False,
BANK-TXN-00001669,ACCOUNT-000556,ACCOUNT-001134,400,2026-06-21T04:26:00Z,UPI,False,
BANK-TXN-00001670,ACCOUNT-001071,ACCOUNT-000508,9400,2026-07-28T15:13:00Z,NEFT,False,
BANK-TXN-00001671,ACCOUNT-001757,ACCOUNT-000502,5200,2026-07-30T07:31:00Z,RTGS,False,
BANK-TXN-00001672,ACCOUNT-000545,ACCOUNT-001131,900,2026-07-24T19:48:00Z,UPI,False,
BANK-TXN-00001673,ACCOUNT-000125,ACCOUNT-000426,74400,2026-07-30T15:12:00Z,UPI,False,
BANK-TXN-00001674,ACCOUNT-001100,ACCOUNT-001806,1300,2026-08-22T14:20:00Z,UPI,False,
BANK-TXN-00001675,ACCOUNT-000906,ACCOUNT-000171,61000,2026-06-29T16:26:00Z,IMPS,False,
BANK-TXN-00001676,ACCOUNT-000615,ACCOUNT-001166,4700,2026-08-27T09:05:00Z,NEFT,False,
BANK-TXN-00001677,ACCOUNT-001593,ACCOUNT-001317,88600,2026-08-04T09:20:00Z,UPI,False,
BANK-TXN-00001678,ACCOUNT-000002,ACCOUNT-000516,7100,2026-07-07T09:29:00Z,UPI,False,
BANK-TXN-00001679,ACCOUNT-001054,ACCOUNT-000582,62700,2026-06-07T14:05:00Z,UPI,False,
BANK-TXN-00001680,ACCOUNT-001389,ACCOUNT-001150,4900,2026-06-25T14:32:00Z,NEFT,False,
